cmt,tên,vận chuyển,giá,đóng gói,dịch vụ,mùi hương,chất lượng,kết cấu,độ bền,màu sắc,Không dùng được đánh X
"Vì mình đã từng dùng loại này nên thấy hợp lémm. Có vitamin C nguyên chất nên lúc apply vào mặt hơi nóng một xíu nhưng đổi lại em ko có mùi hắc, khó chịu. Da sáng hơn nhưng ko kiểu bật tông, trừ khi bạn trắng sẵn. 
Cảm ơn Tiki vì đóng hàng cẩn thận và ship siêu nhanh ạ !!!",Tinh Chất Làm Sáng Da Balance Vitamin C Brightening Serum Glow & Radiance (30ml),1,0,1,0,1,1,0,0,0,
"giao hành nhanh ,nhân viên rất nhiệt tình,san phẩm đống gói cẩn thận,bên trong san phẩm k có niêm phong hay bọc j hết .k bit chất lượng thực sự ntn",Tinh Chất Làm Sáng Da Balance Vitamin C Brightening Serum Glow & Radiance (30ml),1,0,1,1,0,0,0,0,0,
"Thẩm thấu da tốt, mình dùng không thường xuyên lắm nhưng mà cảm thấy da sáng lên và đỡ mụn hơn. Xài cái này phải xài KCN nha mn, không thì da sẽ bắt nắng và làm sạm da ấy",Tinh Chất Làm Sáng Da Balance Vitamin C Brightening Serum Glow & Radiance (30ml),0,0,0,0,0,1,1,0,0,
chưa dùng nên không biết ntn mong là sẽ tốt ( hình ảnh mang tính chất nhận xu),Tinh Chất Làm Sáng Da Balance Vitamin C Brightening Serum Glow & Radiance (30ml),0,0,0,0,0,0,0,0,0,
"Sản phẩm mua lần đầu chưa biết chất lượng thế nào nhưng cái nhìn đầu tiên về bao bì vỏ chai nhựa rất là bình thường, vỏ hộp vỏ chai cũng ko có dán steal niêm phong gì hết có xài hay chưa cũng ko biết luôn ,chai lưng lưng ko đầy",Tinh Chất Làm Sáng Da Balance Vitamin C Brightening Serum Glow & Radiance (30ml),0,0,1,1,0,0,0,0,0,
Sản phẩm được đóng gói cẩn thận chưa dùng nên không biết chất lượng thế nào,Tinh Chất Làm Sáng Da Balance Vitamin C Brightening Serum Glow & Radiance (30ml),0,0,1,0,0,0,0,0,0,
"Siêu thất vọng khi nhận được hàng luôn í, gói hàng ok cẩn thận nhưng nhìn hộp thì bị méo k có tem dán gì cả mờ chai serum ra còn ngán ngẩn hơn huhu k có cả tem niêm phong còn bị hụt một ít nữa chứ ko biết có phải bán hàng sài rồi cho mình ko ... thất vọng khi mua hàng trên tiki quá ?",Tinh Chất Làm Sáng Da Balance Vitamin C Brightening Serum Glow & Radiance (30ml),1,0,1,1,0,0,0,0,0,
"Tôi đã mua sản phẩm này lần thứ 2
Nhưng lần này nhận được sản phẩm không giống như sản phẩm tôi đã đặt
Sản phẩm tôi đặt có chứa BHA nhưng sản phẩm nhận được hoàn toàn khác
Rất mong được giải quyết để tiếp tục ủng hộ shop",Tinh Chất Dưỡng Se Khít Lỗ Chân Lông Cosrx 2 in 1 Poreless Power Liquid (100ml),0,0,0,1,0,0,0,0,0,
"Thoa lên da có cảm giác lổ chân lông nhỏ lại ngay ak. Ko nặng mùi, thẩm thấu nhanh. Thoa lên rất thích",Tinh Chất Dưỡng Se Khít Lỗ Chân Lông Cosrx 2 in 1 Poreless Power Liquid (100ml),0,0,0,0,1,1,1,0,0,
Mình đặt 3 mà shop gửi 2 là sao vậy ạ? Đề nghị tiki và shop xem lại giúp,Sữa rửa mặt sáng da giảm mụn kháng viêm se khít chân lông Hatomugi 170g Nhật Bản tặng thun buộc tóc,0,0,0,1,0,0,0,0,0,
ok đóng gói ok dù chỉ nhỏ mà shop làm ăn rất có tâm duyệt nha mn nên mua,Sữa rửa mặt sáng da giảm mụn kháng viêm se khít chân lông Hatomugi 170g Nhật Bản tặng thun buộc tóc,0,0,1,1,0,0,0,0,0,
Sp chính hãng. Tem mác rõ ràng. Giao hàng nhanh,Sữa rửa mặt sáng da giảm mụn kháng viêm se khít chân lông Hatomugi 170g Nhật Bản tặng thun buộc tóc,1,0,0,1,0,0,0,0,0,
sản phẩm tốt sẽ luôn ủng hộ shop,Sữa rửa mặt sáng da giảm mụn kháng viêm se khít chân lông Hatomugi 170g Nhật Bản tặng thun buộc tóc,0,0,0,0,0,1,0,0,0,
"giao không đúng hàng, lừa đảo rồi",Kem Bôi Nấm Ngứa Hắc Lào Lang Ben- HALA DTA- Giảm Nấm Ngứa,0,0,0,1,0,0,0,0,0,
Cũng tốt boi lâu cũng khỏi,Kem Bôi Nấm Ngứa Hắc Lào Lang Ben- HALA DTA- Giảm Nấm Ngứa,0,0,0,0,0,1,0,0,0,
moi dùng nên chưa biết có hiệu quả hk nhưng giao nhanh dong gói cẩn thận,Kem Bôi Nấm Ngứa Hắc Lào Lang Ben- HALA DTA- Giảm Nấm Ngứa,1,0,1,0,0,0,0,0,0,
giao hàng nhanh..lần sau tiếp tục ủng hộ.. sp đóng gói cẩn thận,Kem Bôi Nấm Ngứa Hắc Lào Lang Ben- HALA DTA- Giảm Nấm Ngứa,1,0,1,0,0,0,0,0,0,
Sp sử dụng có hiệu quả nhưng chậm. Đã mua 2 lần,Kem Bôi Nấm Ngứa Hắc Lào Lang Ben- HALA DTA- Giảm Nấm Ngứa,0,0,0,0,0,1,0,0,0,
Không hiệu quả đã dùng hết chai,Kem Bôi Nấm Ngứa Hắc Lào Lang Ben- HALA DTA- Giảm Nấm Ngứa,0,0,0,0,0,1,0,0,0,
"Đóng gói cẩn thận, giao hàng đúng hẹn
Sản phẩm bao bì đẹp, sạch sẽ
Senka mình đã dùng nhiều rồi, chất lượng tốt giá cả hợp lý nên vẫn ủng hộ đến giờ. Riêng sản phẩm này lần đầu sử dựng nên chưa có đánh giá cụ thể.",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,1,1,1,0,0,1,0,0,0,
"- Giao hàng sai sản phẩm đặt: đặt kem dưỡng ấm thì nhận được mặt nạ ngủ
- Hàng đã bị bóc ra, Sữa rửa mặt chỉ được bọc băn dính tại vị trí nắp mở thay vì 1 lớp màng bọc như các sản phẩm ở trong siêu thị bán cùng loại, 
- Mặt nạ dưỡng ẩm cũng không có băng dính dán hộp để phân biệt hàng đã bóc ra hay chưa mà chỉ đóng hộp thông thường,
- Màu sắc vỏ sản phẩm mờ nhạt không giống như sản phẩm cùng loại bán tại siêu thị hoặc các TTTM uy tín bán cùng sản phẩm.",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,0,0,0,1,0,0,0,0,1,
"Giao hàng 1 tháng mấy mới tới 🙂 dù ko xa mấy. Nhưng mà dịch giao chậm thì thoi đi. Giao tới nơi cái hộp như cái nùi giẻ lun 🙂. Shop ko có gói chống sốc gì hết , cái hộp thì rách , sp lòi ra ngoài lun, sp chảy ra ngoài nhẫy nhụa tùm lum. Lần đầu tiên mua của mall mà thất vọng như v lun 😢",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,1,0,1,0,0,0,0,0,0,
giao nhanh.hang đầy đủ khuyến mãi.nhin hình chai sữa dưỡng màu trắng nhưng nhận về màu hơi xanh.chat lõng như sữa gạo.tham nhanh da ẩm mượt.luoi tạo bọt nhìn màu cưng.ung bụng cho 5 sao,Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,1,0,0,1,0,0,1,0,1,
"Ko biết do vận chuyển hay do đóng hàng mà về tới nơi hộp móp méo hết trơn. Tặng kèm chai tẩy trang thì sx từ tháng 7/2019, như kiểu xả kho sản phẩm vậy, thấy cũng hơi rén ko sám xài. Bình dưỡng ẩm thì date còn mới, khi nào xài sẽ đánh giá hiệu quả sau.",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,1,0,0,1,0,0,0,0,0,
"Tốt. Sản phẩm lành tính, dịu nhẹ ko mùi, ko kích ứng, cấp ẩm phù hợp da dầu, ko nhờn bóng, ko gây mụn. Chai to tiết kiệm.",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,0,0,0,0,1,1,0,0,0,
"Xài ok nha. Mình mua lần mấy chai xài dần. Giờ mua lại. Vì vậy, Quý khách có thể an tâm tiếp tục sử dụng Thẻ, chúng tôi sẽ liên hệ qua số điện thoại mà Quý khách đã đăng ký với Ngân hàng để xác nhận dịa chỉ giao Thẻ cho Quý khách.",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,0,0,0,0,0,1,0,0,0,
"Da đang xỉn màu vs bong tróc rõ rệt, mụn nổi do thiếu nước, mới dùng một đêm mà qua hôm sau thấy da hồi lại ngay, cấp ẩm tốt, không nhờn rít, không mùi không màu không hương liệu, mua được giá tốt nhân dịp sinh nhật Tiki, lại được tặng kèm quà vs mã giảm giá, quá tuyệt vời cho",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,0,1,0,1,1,1,1,0,1,
"Mình mua cả sữa dưỡng ẩm và dầu tẩy trang. Sữa dưỡng ẩm thì dạng lỏng nhẹ, thấm lâu, cũng ko thấy ẩm lắm dù mình da dầu. Dầu tẩy trang thì lỏng hơn hada labo mình vẫn dùng. Tạm ổn.",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,0,0,0,0,0,1,1,0,0,
"Độ phù hợp với loại da tốt, Sản phẩm không gây kích ứng",Sữa Dưỡng Cấp Ẩm Chuyên Sâu Senka Deep Moist Emulsion 150ML,0,0,0,0,0,1,0,0,0,
"Đóng gói: Chắc chắn, đẹp mắt, cẩn thận, niêm phong kỹ
Sản phẩm: Gói cẩn thận, giao date rất xa, cảm quan về thể chất đồng nhất, đều màu.
Giao hàng: Đặt hôm nay, mai có, siêu nhanh
Chất lượng: cần sử dụng để review thêm","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,0,1,1,0,0,0,0,1,
"Hàng này mình đã được bạn cho dùng thử, nói chung là thích, hợp với da mình nên thấy tiki có là đặt ngay. Đóng gói cẩn thận, tem nhãn đầy đủ, bao bì giống ih mua tại Nhật là thấy yên tâm rùi á.
Luôn hài lòng khi mua hàng ở tiki, giao hàng nhanh, nguồn gốc hàng hoá đảm bảo.","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,0,1,1,0,1,0,0,0,
Mình đặt chai tẩy tế bào chết giá 499k thanh toán qua Momo có hoá đơn. Mà khi giao hàng lại giao chai gel giá 50k. Mình cần lời giải thích và phản hồi từ shop,"Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",0,1,0,1,0,0,0,0,0,
"Giao hàng siêu nhanh, mình sài rất nhìu loại tẩy tế bào chết rồi mà ứng nhất loại này. Do sản xuất ở Nhật nên khi dùng cũng vô cùng yên tâm. Sài bao thích luôn. Sẽ ủng hộ shop dài dài nè?","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,0,0,0,0,1,0,0,0,
"đóng gói tốt, giao hàng cũng nhanh, mình mua đợt có mã giảm nội bộ nên  còn 300k. Trước mình đã dùng qua tdc nhà Cure thấy khá ổn, đợt này nghe có bạn này thích hơn nên phải đặt thử ngay. Test thử tạm thời thấy đúng là thích hơn thật, còn về lâu dài chắc phải quan sát thêm.","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,1,1,0,0,1,0,0,0,
"Chờ mòn hết cả thanh xuân. Hơi bé, chưa sử dụng nên ch biết chất lượng ra sao, vài hôm nữa nếu ok quay lại đánh giá. Bớt sao vì lâu quáaa, nhưng đc cái shop nhiệt tình nên th, bỏ qua nhaa","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,0,0,1,0,0,0,0,0,
"Da mình thuộc dạng da mẫn cảm. Nên khi xài sản phẩm j cũng phải cực kì suy xét. Lúc đầu khi được chị2 cho chai nhỏ xài thử, mình cũng sợ sợ... nhưng xài xong rồi thấy oki nên đặt thêm 2 chai nữa :D
Ngay khi có mã giảm giá, làm luôn 2 chai :D 
5 ⭐️ cho sản phẩm, 5 ⭐️ cho tiki... giao hàng nhanh, sản phẩm gói kĩ và đẹp.","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,0,1,0,0,1,0,0,0,
"- Về sản phẩm: khả năng tạo “ghét” tốt nên ko hao như Bioessen. Tuy quảng cáo nói ko mùi nhưng mình vẫn thấy có mùi mỹ phẩm nhẹ, mùi nhẹ thôi ko gây khó chịu nhưng bạn nào trước đây đã từng xài Cure thì vẫn sẽ hơi bất ngờ lần đầu sử dụng (như mình).
Cảm nhận ban đầu là dùng xong da khá mướt, ko gây khô rát. Còn về hiệu quả sáng da mờ thâm như quảng cáo thì cần thời gian nhưng mình cũng ko mong đợi gì vì tẩy da chết thì chỉ cần làm sạch và ko gây khô rát  là được, mấy vấn đề kia cần sp chuyên sâu.
Lúc đầu nghĩ chai 300ml thì to nhưng dùng r mới thấy bthg thôi, chăm dùng thì chắc vài tháng là hết.
- Về Tiki: nếu có 10 sao thì cho Tiki cả 10 sao nhé. Mình luôn hài lòng về dịch vụ của Tiki, theo dõi đơn hàng rất sát sao, thông báo trước cho khách thời gian giao qua tin nhắn. Được kiểm tra sơ hàng trước khi nhận. Nhân viên giao hàng thì lịch sự thân thiện.","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,0,0,0,1,1,0,0,0,
"Gel tấy tbc sạch, nhưng do da mình dày nên tẩy 2 lượt cho một lần tẩy tbc. Sản phẩm rất ok","Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",0,0,0,0,0,1,0,0,0,
Mới xài được 3 lần nhưng  thấy rất ưng ý. Xài rất mát và thơm dịu nhẹ. Tuy giá hơi cao nhưng được tới 300ml thì cũng đáng đồng tiền. Tiki giao hàng nhanh nhưng đóng gói không được đẹp mắt lắm.,"Natureine AQUA PEEL Moisture Peeling Gel - Gel tẩy tế bào da chết, cấp ẩm Nhật Bản - Chính Hãng",1,1,1,0,1,1,0,0,0,
Giá thành rẻ dung tích lớn tuy nhiên vs làn da dầu có mụn nhẹ như mình chưa cảm nhận rõ hiệu quả( đã sử dụng 1/2 chai). Đầu tiên là khả năng cấp ẩm khá thấp hiệu quả không rõ rệt bù lại thấm nhanh,"Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",0,1,0,0,0,1,1,0,0,
"Giáo hàng nhanh. Toner dạng xịt nên mk dụng f làm xịt khoáng luôn, ra hạt nước nhỏ, có mùi thơm nhẹ dễ chịu, có thể kìm dầu làm thoáng đã mặt trong thời gian ngắn.","Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",1,0,0,0,1,1,1,1,0,
"toner dùng tốt, mình đã sử dụng đến chai thứ 2, sản phẩm milaganic giá rất ok, do tự nhiên nên có thể kết quả k nhanh hay rõ rệt như mỹ phẩm khác nhưng thành phần tự nhiên nên rất an tâm","Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",0,0,0,0,0,1,0,0,0,
Dùng trà xanh rất thích nên mua thử xem,"Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",0,0,0,0,0,1,0,0,0,
Xài rồi. Thấy cũng bình thường. Chưa thấy điểm nổi bật. Tạm tin là sản phẩm từ thiên nhiên. Cho shop 5 sao.,"Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",0,0,0,0,0,1,0,0,0,
"Giao hơi lâu chút nhưng shop đóng gói hàng cẩn thận, k lo bị móp méo ảnh hưởng đến sản phẩm. Toner này khá lành tính, sẽ ủng hộ shop trong lương lai =))","Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",1,0,1,0,0,1,0,0,0,
Dùng được nhé!,"Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",0,0,0,0,0,1,0,0,0,
"Xài cũng được. Hơi gây ngứa 1 chút lúc đầu sử dụng, nhưng giờ hết rồi. Tiền nào của nấy.","Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",0,0,0,0,0,1,0,0,0,
"Thấm rất nhanh, lành tính, không mùi.","Toner Cây Phỉ Cân Bằng Độ PH, Se Khít Lỗ Chân Lông & Phục Hồi Da Từ Chiết Xuất Cây Phỉ MILAGANICS 100ml (Chai)",0,0,0,0,1,1,1,0,0,
"Sữa rửa mặt hạt nghệ Thorakao mình dùng gần hai năm nay. Mùi dễ chịu, hơi đặc nên khi dùng cho vào sữa tí nước đánh cho tan loãng ra rồi hẵng massage lên mặt. Các hạt li ti trong sữa giúp tẩy da chết tốt hơn. Rửa xong da mặt rất mềm, sạch, không bị khô. Ủng hộ hàng Việt. Tiki giao hàng nhanh, shipper ăn nói nhỏ nhẹ.?",Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,1,0,0,0,1,1,1,0,0,
"1. Giao hàng nhanh, đóng gói cẩn thận
2. Vì em mình thích dùng nên mình mua hộ nên không rõ chất lượng",Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,1,0,1,0,0,0,0,0,0,
hàng đúng hình. bôi mềm da. giao hàng nhanh. ưng ý.,Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,1,0,0,1,0,1,0,0,0,
Giao hàng đúng hẹn dù đang giãn cách. Hạn sử dụng xa. Mình nghe quảng cáo nhiều nên mua thử chứ chưa sd bao h. Ủng hộ hàng Việt,Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,1,0,0,1,0,0,0,0,0,
"Sản phẩm giao nhanh. Nhưng ko hài lòng vì mua 20 tuýp mà hầu như tuýp nào cũng bụi bụi bẩn bẩn, phải lấy khăn lau vết dơ. Một số tuýp còn tróc mất vài mảng màu trên bao bì. Bảo quản kho kém.",Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,1,0,1,0,0,0,0,0,0,
"Sản phẩm giao nhanh. Khá hài lòng với nhà bán MYMYMART vì sản phẩm sạch sẽ, ko bụi bẩn như nhà thuốc kia. Trên thân tuýp còn có dán mác nhà bán nữa.",Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,1,0,1,1,0,1,0,0,0,
"srm thơm mùi nghệ tự nhiên , ko hắt như một số loại srm nghệ khác , sạch dịu nhẹ , hạt massa rất êm khi rửa , luôn tin dùng sản phẩm của Thorakao",Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,0,0,0,0,1,1,1,0,0,
Hiệu quả tương đối nhanh,Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,0,0,0,0,0,1,0,0,0,
dã dùng 1 thời gian mới review da mik vốn ko mụn chỉ bị thâm mụn và mik mua vs nhu cầu có thể cãi thiện tình trạng thâm nhưg sau khi dùng rữa mặt kèm vs kem nghệ chung hãng thì mụn lên rất nhiều trc h ch từng nỗi mụn nhiều như z,Sữa Rửa Mặt Hạt Nghệ Ngừa Mụn Thorakao Curcuma Cleansing Milk 100g,0,0,0,0,0,1,0,0,0,
"Về giao hàng và đóng gói sp ok.
Kb hàng chính hãng ko mà trên bao bì ko có barcode hay mã vạch nào hết ấy, tem dán là của shop nên mk cũng ko yên tâm lắm. Kem dưỡng ẩm dùng hơi tốn 😂, chất kem đặc hơn loại innisfree mk đang dùng, khi thoa đều cảm giác khô nhanh, ko mướt, giữ ẩm ~ nửa ngày là ok.",(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,1,0,1,1,0,1,1,0,0,
"Da mình hỗn hợp thiên dầu, mình thấy độ ẩm cũng khá ok vì lần đầu mình xài. Mới bôi hơi nặng mặt với nóng lên, nhưng thấm rồi sau tầm 7ph thì thoải mái.
Còn giao nhanh hơn dự kiến 2 ngày, mua tiki uy tín nên không sợ fake, hàng mới đẹp, đóng gói kĩ. Đáng mua, nhất là với ai không có điều kiện mua kem dưỡng ẩm thì có thể tham khảo.",(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,1,0,1,1,0,1,0,0,0,
"Shop gửi hàng đúng ngày hẹn, đóng gói cẩn thận, chắc chắn, sẽ ủng hộ shop dài dài ạ",(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,1,0,1,0,0,0,0,0,0,
"sản phẩm ko có tem niêm phong vỏ hộp nhỉ, khi lấy chai ra thì thấy hơi bụi nhưng chất lượng không ảnh hưởng j, sản phẩm dạng chai hơi khó đong liều lượng sp... nhưng giá rẻ nên ổn 😶😶",(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,0,1,1,1,0,1,0,0,0,
good 👍,(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,0,0,0,0,0,1,0,0,0,
"Hàng chuyển đến rất nhanh, đóng gói kĩ.Mình thoa kem lên da sau khi dùng serum thì nó hơi nóng nhưng nó ko bị kích ứng gì. Chỉ sau tầm 30s là sản phẩm đã thẩm thấu và ko bị nóng nữa. Mk sẽ ủng hộ tiki ??",(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,1,0,1,0,0,1,1,0,0,
Cấp ẩm tốt. Không mùi hương liệu gì cả. Không kích ứng da,(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,0,0,0,0,1,1,0,0,0,
"da mặt dùng xong bị nóng trong 1 phút, nắp cũng dễ vặn ra, nên mình đặt nghi vấn liệu đây có phải hàng chính hãng ko",(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,0,0,0,1,0,1,0,0,0,
"phù hợp với da dầu mụn, lúc đầu khá bết nhưng 1p sau thấm khá nhanh, không mùi hương liệu. Đã sd được nữa tháng",(Package mới) Kem dưỡng Simple Kind To Skin Hydrating Light Moisturizer - Thường 125ml,0,0,0,0,1,1,1,0,0,
"Mình phải chờ thời gian sử dụng để đánh giá đúng cho mn. Thật sự đây là 1 sp skincare rất hiệu quả cho các bạn da bị khô, nhưng mà mn thoa 1 lớp mỏng thui nhen chất kem khá đặc nhưng mà ko bị kích ứng rì hét, chai kem bé tí cute . Nên mua nha mn. Tiki giao hàng siêu nhanh",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),1,0,0,0,0,1,1,0,0,
"Tuyệt vời luôn! Shop chuyên nghiệp, có tâm~",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),0,0,0,1,0,0,0,0,0,
"Dùng cho em bé nhà mình, dưỡng ẩm rất tốt, không gây kích ứng da, da em mềm mại, không còn ửng đỏ nữa, phải mua thêm vài hộp sẵn sàng cho mùa hanh khô sắp tới :-)",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),0,0,0,0,0,1,0,0,0,
Thấy shop bán rẻ hơn nhiều chỗ khác mặc dù cũng là hàng chính hãng. Giao hàng nhanh. Kem dưỡng date xa,Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),1,1,0,1,0,0,0,0,0,
"Sản phẩm tốt, giao hàng nhanh, giá tốt so với cửa hàng",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),1,1,0,0,0,1,0,0,0,
"Mình thích chất kem của bạn này hơn những moisturizing cream hay lotion khác của Cetaphil, ""dày"" vừa phải nhưng vẫn dễ thấm, không bóng. Độ dưỡng ẩm thì trung bình. Da khô ít thì bôi hai lần/ngày là ổn, nhưng da siêu khô như mình thì phải bôi nhiều lần hơn. Chai bé (xem hình), mình dùng bôi mặt sáng-tối (tiết kiệm!) thì xài được chừng 3 tuần. Ước gì hãng sẽ ra kích thước lớn hơn.",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),0,0,0,0,0,1,1,0,0,
"Giao k đúng sản phẩm, đặt mua loại cream nhưng giao loại lotion",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),0,0,0,1,0,0,1,0,0,
"Shop uy tín chất lượng 5 sao, tuyệt vời, nên mua",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),0,0,0,1,0,0,0,0,0,
"Kem dưỡng ẩm tốt, ko nhờn rít, mình điều trị xong da khô phải mua dùng ngay",Kem Dưỡng Ẩm Cetaphil Moisturizing Cream (50g),0,0,0,0,0,1,1,0,0,
Dùng cho da nhạy cảm rất phù hợp. Giao hàng nhanh,"Kem dưỡng ẩm và làm dịu da, dành cho da nhạy cảm Bioderma Sensibio Defensive 40ml",1,0,0,0,0,1,0,0,0,
Sản phẩm rất tốt. Mình đã đặt mua lần 2. Và mình còn dùng rất nhiều sản phẩm bổ trợ của hãng này nữa.,Sữa rửa mặt bùn khoáng bảo vệ da Lá House Bio Mud Mild Facial Wash 50ml/150ml,0,0,0,0,0,1,0,0,0,
"sản phẩm dịu nhẹ, da mình nhạy cảm dùng lần đầu mà k bị kích ứng. Dùng lâu dài sẽ có đánh giá thêm",Sữa rửa mặt bùn khoáng bảo vệ da Lá House Bio Mud Mild Facial Wash 50ml/150ml,0,0,0,0,0,1,0,0,0,
Ổn,Sữa rửa mặt bùn khoáng bảo vệ da Lá House Bio Mud Mild Facial Wash 50ml/150ml,0,0,0,0,0,1,0,0,0,
Dịu nhẹ! Sản phẩm tốt!,Sữa rửa mặt bùn khoáng bảo vệ da Lá House Bio Mud Mild Facial Wash 50ml/150ml,0,0,0,0,0,1,0,0,0,
Rửa xong nhìn da rất thích đặc biệt là da nhiều dầu và mụn đầu đen nhiều xài rất đã,Sữa rửa mặt bùn khoáng bảo vệ da Lá House Bio Mud Mild Facial Wash 50ml/150ml,0,0,0,0,0,1,0,0,0,
"Sản phẩm tốt, an toàn cho da nhạy cảm",Sữa rửa mặt bùn khoáng bảo vệ da Lá House Bio Mud Mild Facial Wash 50ml/150ml,0,0,0,0,0,1,0,0,0,
"sử dụng rất tốt nha, sạch, ko khô da, mùi dễ chịu rất thích",Sữa rửa mặt bùn khoáng bảo vệ da Lá House Bio Mud Mild Facial Wash 50ml/150ml,0,0,0,0,1,1,0,0,0,
